"Year","Crop","Location","Mean_Yield"
"2021","SOYBEANS","East Farm_5-2A",63.7835214305931
"2021","SOYBEANS","East Farm_5-2B",50.1661273106285
"2021","SOYBEANS","East Farm_5-3A",58.1945305335408
"2021","SOYBEANS","East Farm_5-3B",52.6974913183848
"2021","SOYBEANS","East Farm_5-3C",70.5448675406607
"2021","SOYBEANS","East Farm_5-3C1",65.3519102243277
"2021","SOYBEANS","East Farm_5-3H",55.3450117722536
"2021","CORN","East Farm_5-45A",111.179310309756
"2021","WHEAT","East Farm_5-45C",59.2852022016006
"2021","WHEAT","East Farm_5-45D",55.6420521340935
"2021","WHEAT","East Farm_5-45E",53.9996398925781
"2021","SOYBEANS","East Farm_5-5",58.410580029169
"2021","SOYBEANS","East Farm_5-8",17.7427164177064
"2021","WHEAT","East Farm_5-8",34.9271885046004
"2021","SOYBEANS","East Farm_6-57",62.7675376733968
"2021","SOYBEANS","East Farm_6-59",55.7491603366035
"2021","SOYBEANS","East Farm_6-60",62.4024545066649
"2021","SOYBEANS","East Farm_6-64",54.0346574116481
"2021","CORN","Linkage Farm_EB-3",134.51653369274
"2021","CORN","North Farm_ND-5",158.450157290805
"2021","CORN","North Farm_NE-3",125.552369230499
"2021","SOYBEANS","North Farm_NF-2-A",18.8849454538782
"2021","CORN","North Farm_NG-1-6",135.401772707326
"2021","SOYBEANS","North Farm_NH-2",27.620946561968
"2021","SOYBEANS","South Farm_SC-5",33.7636026127698
"2021","SOYBEANS","South Farm_SC-6",30.8701411799381
"2021","SOYBEANS","South Farm_SC&D-3",45.3764608309601
"2021","SOYBEANS","South Farm_SC&D-4",48.6253737239777
"2021","CORN","South Farm_SD-2",141.213253621178
"2021","CORN","South Farm_SE-1-8-A",145.27090524121
"2021","CORN","South Farm_SE-9-B",165.493892090059
"2021","CORN","South Farm_SG-13",120.145151359213
"2021","CORN","South Farm_SG-14-16",199.596949846317
"2021","CORN","South Farm_SG-6&7",142.04978106047
"2021","CORN","South Farm_SH-3",162.572960975322
"2021","CORN","South Farm_SH-4-6",165.872635891065
"2021","CORN","South Farm_SH-7",128.636802274417
"2021","CORN","South Farm_SH-8&9",153.862038267704
"2022","WHEAT","APU_1-98",79.4711924287111
"2022","SOYBEANS","APU_1",34.1189048754091
"2022","SOYBEANS","APU_30",49.8523260960332
"2022","CORN","APU_4",105.785472729484
"2022","CORN","APU_5",147.960792609502
"2022","WHEAT","APU_7",71.2020167549797
"2022","CORN","Central Farm_1-1",159.15738414422
"2022","SOYBEANS","Central Farm_1-13",44.2624922986557
"2022","WHEAT","Central Farm_1-13",95.6880413420657
"2022","SOYBEANS","Central Farm_1-14A",48.2823144270734
"2022","WHEAT","Central Farm_1-14A",79.6513243793517
"2022","SOYBEANS","Central Farm_1-14B",61.3676906331523
"2022","SOYBEANS","Central Farm_1-14C",47.2310925280382
"2022","WHEAT","Central Farm_1-14C",83.0594254144779
"2022","SOYBEANS","Central Farm_1-15",79.1795515863479
"2022","CORN","Central Farm_1-20B",134.57083177879
"2022","SOYBEANS","Central Farm_1-20C",67.7271310075696
"2022","SOYBEANS","Central Farm_1-2B",57.2632885075518
"2022","SOYBEANS","Central Farm_1-2D",60.0907675608661
"2022","CORN","Central Farm_1-33",168.140202144585
"2022","SOYBEANS","Central Farm_1-34",39.7945063733093
"2022","SOYBEANS","Central Farm_1-7",56.2114856652771
"2022","SOYBEANS","Central Farm_1-9",56.3890796576356
"2022","CORN","Central Farm_2-32B",190.84981599449
"2022","SOYBEANS","Central Farm_2-36",24.05160363332
"2022","SOYBEANS","Central Farm_2-37B",62.4649825480794
"2022","SOYBEANS","Central Farm_2-39C",58.3419538294757
"2022","CORN","Central Farm_2-43",140.617339390516
"2022","SOYBEANS","Central Farm_2-51",47.3700195726667
"2022","SOYBEANS","Central Farm_2-66",40.7789246986846
"2022","SOYBEANS","Central Farm_2-67",62.4095724457835
"2022","SOYBEANS","Central Farm_2-68A",75.7621646824168
"2022","SOYBEANS","Central Farm_2-68B",64.5457795347221
"2022","SOYBEANS","Central Farm_2-71",31.5856265520482
"2022","WHEAT","Central Farm_2-71",52.1683465183058
"2022","SOYBEANS","Central Farm_2-72",52.9037469453174
"2022","CORN","Central Farm_4-23A",142.975330003486
"2022","SOYBEANS","Central Farm_4-7",47.3695909471861
"2022","SOYBEANS","East Farm_5-21",44.8687750555672
"2022","SOYBEANS","East Farm_5-23",36.0201174717156
"2022","WHEAT","East Farm_5-2A",34.9714389256069
"2022","WHEAT","East Farm_5-2B",37.7238926752431
"2022","CORN","East Farm_5-3A",158.213131182653
"2022","CORN","East Farm_5-3B",129.070408561603
"2022","SOYBEANS","East Farm_5-3C",51.9124709442056
"2022","SOYBEANS","East Farm_5-3C1",38.4407431628934
"2022","SOYBEANS","East Farm_5-3C2",53.1470419692993
"2022","SOYBEANS","East Farm_5-3D",49.1801942244581
"2022","CORN","East Farm_5-3H",109.792883579548
"2022","CORN","East Farm_5-5",163.067291100461
"2022","WHEAT","East Farm_5-9",71.0943159496504
"2022","CORN","East Farm_6-57",197.300511280367
"2022","CORN","East Farm_6-60",173.937483025846
"2022","CORN","East Farm_6-64",65.9813877270114
"2022","SOYBEANS","Linkage Farm_EB-3",35.1634477100387
"2023","CORN","APU_1",104.888705522798
"2023","CORN","APU_30",138.19263234271
"2023","SOYBEANS","APU_4",42.8352704532255
"2023","SOYBEANS","APU_5",51.782356730818
"2023","SOYBEANS","Central Farm_1-1",52.6472016134954
"2023","CORN","Central Farm_1-11",55.0702404521062
"2023","CORN","Central Farm_1-13",198.386784790255
"2023","CORN","Central Farm_1-14A",201.466735484988
"2023","SOYBEANS","Central Farm_1-14B",50.9890150174551
"2023","CORN","Central Farm_1-14C",195.184375387449
"2023","CORN","Central Farm_1-15",197.616613809287
"2023","SOYBEANS","Central Farm_1-20A",53.3508697128296
"2023","SOYBEANS","Central Farm_1-20B",58.0228605694032
"2023","WHEAT","Central Farm_1-20C",68.5534050790887
"2023","SOYBEANS","Central Farm_1-21",50.0698645390621
"2023","SOYBEANS","Central Farm_1-2A",47.0628384492628
"2023","CORN","Central Farm_1-2B",138.588776376121
"2023","SOYBEANS","Central Farm_1-2C",41.6821563765224
"2023","CORN","Central Farm_1-2D",147.778620012848
"2023","CORN","Central Farm_1-32",191.978865030035
"2023","SOYBEANS","Central Farm_1-33",51.0504930310713
"2023","CORN","Central Farm_1-34",93.4163048579525
"2023","WHEAT","Central Farm_1-37",91.8905622492932
"2023","SOYBEANS","Central Farm_1-9",57.2119172456762
"2023","SOYBEANS","Central Farm_2-32A",53.9552836763686
"2023","SOYBEANS","Central Farm_2-32C",62.1468876904705
"2023","CORN","Central Farm_2-36",149.561305999756
"2023","CORN","Central Farm_2-37B",214.061298501509
"2023","CORN","Central Farm_2-39C",212.339156650722
"2023","SOYBEANS","Central Farm_2-43",54.5332096777622
"2023","CORN","Central Farm_2-51",134.492016517032
"2023","CORN","Central Farm_2-66",190.439569886337
"2023","CORN","Central Farm_2-67",153.761412907896
"2023","WHEAT","Central Farm_2-68A",76.8154724417602
"2023","WHEAT","Central Farm_2-68B",70.281138303117
"2023","WHEAT","Central Farm_2-72",54.7276901857696
"2023","SOYBEANS","Central Farm_4-23A",22.7400842390851
"2023","CORN","Central Farm_4-7",168.7382570804
"2023","SOYBEANS","East Farm_5-1112",43.9734133187954
"2023","CORN","East Farm_5-21",117.414223951133
"2023","CORN","East Farm_5-23",138.438424579479
"2023","CORN","East Farm_5-2A",187.97489131611
"2023","CORN","East Farm_5-2B",173.100065743745
"2023","SOYBEANS","East Farm_5-3A",47.0657405784093
"2023","SOYBEANS","East Farm_5-3B",38.7583980953233
"2023","CORN","East Farm_5-3C",89.366731210917
"2023","SOYBEANS","East Farm_5-3C1",24.8414299961288
"2023","CORN","East Farm_5-3C2",93.3631454581645
"2023","CORN","East Farm_5-3D",85.8967235074607
"2023","CORN","East Farm_5-3H",77.4894130866244
"2023","WHEAT","East Farm_5-45C",55.5978411777764
"2023","WHEAT","East Farm_5-45D",54.7505295226779
"2023","WHEAT","East Farm_5-45E",43.6060154567393
"2023","SOYBEANS","East Farm_5-8",44.5690478251169
"2023","SOYBEANS","East Farm_5-9",56.7111620477859
"2023","SOYBEANS","East Farm_6-57",46.5439261200522
"2023","SOYBEANS","East Farm_6-59",38.0852996865097
"2023","SOYBEANS","East Farm_6-60",40.5426524862758
"2023","WHEAT","Linkage Farm_EB-3",42.7825273855946
"2024","CORN","APU_1-98",60.6520024093454
"2024","SOYBEANS","APU_1",16.0485662029439
"2024","SOYBEANS","APU_30",22.4378226843409
"2024","CORN","APU_4",76.1069581026858
"2024","CORN","APU_5",91.4314712558988
"2024","CORN","Central Farm_1-1",97.1401758906744
"2024","SOYBEANS","Central Farm_1-13",27.06516070907
"2024","SOYBEANS","Central Farm_1-14A",43.9083011390189
"2024","CORN","Central Farm_1-14B",58.2182147390327
"2024","SOYBEANS","Central Farm_1-14C",46.7429845840405
"2024","SOYBEANS","Central Farm_1-15",43.0989310475238
"2024","CORN","Central Farm_1-20C",73.4444703691788
"2024","WHEAT","Central Farm_1-21",54.8955653567873
"2024","WHEAT","Central Farm_1-2A",57.6917146998128
"2024","SOYBEANS","Central Farm_1-2B",33.3195636595607
"2024","WHEAT","Central Farm_1-2C",45.2176966214574
"2024","SOYBEANS","Central Farm_1-2D",25.0896912114236
"2024","SOYBEANS","Central Farm_1-32",44.3715395627476
"2024","SOYBEANS","Central Farm_1-34",15.3953236939292
"2024","SOYBEANS","Central Farm_1-37",47.2367953355577
"2024","WHEAT","Central Farm_1-7",57.7009390633982
"2024","WHEAT","Central Farm_2-32A",48.4540392780304
"2024","WHEAT","Central Farm_2-32C",52.9712670050169
"2024","WHEAT","Central Farm_2-36",36.3757971624249
"2024","SOYBEANS","Central Farm_2-37B",22.3807165178202
"2024","SOYBEANS","Central Farm_2-39C",18.2906081147106
"2024","CORN","Central Farm_2-43",50.1359658007022
"2024","SOYBEANS","Central Farm_2-51",28.6721491972605
"2024","SOYBEANS","Central Farm_2-71",33.6585191989835
"2024","SOYBEANS","Central Farm_4-25",22.4148253335955
"2024","CORN","East Farm_5-1112",62.7109007067437
"2024","SOYBEANS","East Farm_5-21",18.515260840206
"2024","SOYBEANS","East Farm_5-23",22.3071743758609
"2024","SOYBEANS","East Farm_5-2A",47.8641524602442
"2024","SOYBEANS","East Farm_5-2B",37.1033673784108
"2024","SOYBEANS","East Farm_5-3C",21.6164518783198
"2024","SOYBEANS","East Farm_5-3C2",32.6038520063334
"2024","SOYBEANS","East Farm_5-3D",23.0224877468054
"2024","SOYBEANS","East Farm_5-3H",41.1440796322293
"2024","SOYBEANS","East Farm_5-45A",21.6907010330335
"2024","SOYBEANS","East Farm_5-45C",25.4519506696671
"2024","SOYBEANS","East Farm_5-45D",21.831862810506
"2024","SOYBEANS","East Farm_5-45E",15.7790112495422
"2024","SOYBEANS","East Farm_5-8",24.6059809297618
"2024","WHEAT","East Farm_5-8",50.3755899206424
"2024","SOYBEANS","East Farm_5-9",24.8416301515996
"2024","WHEAT","East Farm_5-9",48.9547389256171
"2024","CORN","East Farm_6-57",64.5641369989227
"2024","CORN","East Farm_6-60",59.0417276733302
"2024","CORN","North Farm_NC-2-B",60.759892559659
"2024","CORN","North Farm_NE-3",86.0251180655404
"2024","CORN","North Farm_NF-8-15",109.949855174215
